,Company name,Ticker,Date of Breach,Date Became Aware of Breach,Date of Disclosure,Number of Records,Information,Stock Price (0 months DoD),Stock Price (1 months DoD),Stock Price (2 months DoD),Stock Price (3 months DoD),Stock Price (4 months DoD),Stock Price (5 months DoD),Stock Price (6 months DoD),Stock Price (7 months DoD),Stock Price (8 months DoD),Stock Price (9 months DoD),Stock Price (10 months DoD),Stock Price (11 months DoD),Stock Price (12 months DoD),median stock forecast,mean stock forecast,count stock forecast,Financial (Type of Info),Intrusion (Type of Info),ND (Type of Info),Other (Type of Info),Personal (Type of Info),Exploit (Attack),Forged Cookies (Attack),Malware (Attack),Misconfiguration (Attack),ND (Attack),Phishing (Attack),Ransomware (Attack),SQLi (Attack),Spoofing (Attack),Unauthorized Access (Attack),Virus (Attack),rootkit (Attack),Construction (Industry),"Finance, Insurance, Real Estate (Industry)",Manufacturing (Industry),Mining (Industry),N/A (Industry),Retail Trade (Industry),Services (Industry),Transportation & Public Utilities (Industry),Wholesale Trade (Industry),Canada (Region),Foreign (Region),US Mid Atlantic (Region),US Midwest (Region),US New England (Region),US Southeast (Region),US Southwest (Region),US West (Region)
273,"Walker & Dunlop, Inc.",WD,,2018-11-05 00:00:00,2019-03-06,,Name | Address | SSN | Other,54.88999938964844,51.36000061035156,55.290000915527344,51.900001525878906,55.65999984741211,54.95000076293945,57.33000183105469,55.52999877929688,63.400001525878906,64.91999816894531,63.540000915527344,74.9800033569336,66.77999877929688,70.0,70.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
274,Protective Insurance Corp,PTVCA,,2018-09-17 00:00:00,2019-03-01,,Name | Other,20.770000457763672,19.5,16.450000762939453,15.859999656677246,16.5,16.399999618530273,15.5,15.890000343322754,15.399999618530272,15.0,15.550000190734863,15.0,15.09000015258789,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
275,"TWENTY-FIRST CENTURY FOX, INC.",,,,2019-02-28,2400000,Name | Address | Other,12.949999809265137,13.399999618530272,13.369999885559082,13.520000457763672,13.979999542236328,14.06999969482422,14.18000030517578,14.170000076293944,13.9399995803833,14.09000015258789,14.210000038146973,14.479999542236328,14.470000267028809,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
276,TOYOTA MOTOR CORP/,TM,,,2019-02-21,,ND,122.79000091552734,119.66999816894533,125.16000366210938,118.11000061035156,125.8000030517578,130.1699981689453,129.02999877929688,136.55999755859375,136.32000732421875,141.3699951171875,141.97000122070312,142.3800048828125,139.11000061035156,2.904,10.44,19,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
277,"Del Taco Restaurants, Inc.",TACO,,2019-01-28 00:00:00,2019-02-21,,Name | SSN | Other,10.90999984741211,9.90999984741211,10.09000015258789,11.619999885559082,11.90999984741211,12.460000038146973,11.510000228881836,10.470000267028809,9.68000030517578,7.349999904632568,7.730000019073486,8.0,7.800000190734863,14.0,13.6,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
278,"VOLT INFORMATION SCIENCES, INC.",VOLT,8/6/2018 - 10/4/2018,2018-10-16 00:00:00,2019-02-15,9064,Name | SSN,3.920000076293945,4.309999942779541,5.0,4.289999961853027,4.320000171661377,4.539999961853027,3.9600000381469727,3.1700000762939453,3.0,2.859999895095825,2.380000114440918,2.470000028610229,2.0999999046325684,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
279,"FIVE BELOW, INC",FIVE,11/13/2018 - 1/11/2019,2019-01-11 00:00:00,2019-02-14,56102,Name | Address | Credit Card,130.6699981689453,116.91999816894533,134.97000122070312,127.79000091552734,132.1999969482422,128.25999450683594,111.5500030517578,133.47000122070312,129.36000061035156,122.77999877929688,123.86000061035156,107.45999908447266,114.93000030517578,143.5,702.25775,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
280,"Coeur Mining, Inc.",CDE,12/14/2018 - 12/17/2018,2018-12-17 00:00:00,2019-02-14,,Name | SSN | Bank Account | Other,4.960000038146973,4.889999866485596,3.940000057220459,3.220000028610229,3.490000009536743,4.630000114440918,5.289999961853027,4.519999980926514,4.670000076293945,6.369999885559082,7.269999980926514,6.429999828338623,6.110000133514404,6.375,6.375,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
281,FLANIGANS ENTERPRISES INC,BDL,,,2019-02-12,,Money,24.61000061035156,24.8700008392334,23.649999618530277,25.0,23.5,22.84000015258789,21.68000030517578,22.3700008392334,22.46999931335449,23.09000015258789,22.940000534057617,22.31999969482422,20.600000381469727,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
282,Facebook Inc,FB,,,2019-02-08,14526602,Name | Other,166.3800048828125,169.1300048828125,174.92999267578125,189.7700042724609,173.35000610351562,195.75999450683597,185.1499938964844,187.4900054931641,179.67999267578125,190.4199981689453,201.0500030517578,213.05999755859372,212.3300018310547,192.475,192.475,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
283,SCIENTIFIC GAMES CORP,SGMS,10/12/2018 - 10/28/2018,2018-12-21 00:00:00,2019-02-06,58000,Name | Address | Phone Number | Email | Password,24.780000686645508,27.899999618530277,21.850000381469727,20.700000762939453,19.770000457763672,19.989999771118164,21.1299991607666,19.36000061035156,20.170000076293945,25.989999771118164,26.700000762939453,25.8700008392334,27.8799991607666,30.5,31.0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
284,Keurig Dr Pepper Inc.,KDP,,,2019-02-04,,ND,27.170000076293945,26.049999237060547,27.600000381469727,29.049999237060547,28.190000534057617,30.200000762939453,28.100000381469727,26.600000381469727,27.239999771118164,27.8700008392334,30.0,28.809999465942383,28.68000030517578,25.0,24.33333333333333,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
285,REGENCY CENTERS CORP,REG,11/22/2018 - 11/28/2018,2018-12-20 00:00:00,2019-01-25,,Name | SSN | Bank Account | Other,61.43999862670898,65.77999877929688,66.12999725341797,66.94000244140625,66.76000213623047,68.86000061035156,66.1500015258789,63.34000015258789,67.62000274658203,68.91999816894531,64.3499984741211,61.869998931884766,63.790000915527344,66.0,39.01076923076923,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
286,CVS HEALTH Corp,CVS,Jun-2018 - 10/19/2018,2018-12-11 00:00:00,2019-01-24,2334,Name | Address | SSN | Bank Account | Other,66.11000061035156,61.95000076293945,56.040000915527344,52.959999084472656,52.790000915527344,53.13999938964844,56.27000045776367,60.2400016784668,63.34999847412109,65.5999984741211,75.30999755859375,74.37999725341797,73.52999877929688,76.0,76.7604375,16,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
287,CITIGROUP INC,C,1/10/2019 - 1/15/2019,2019-01-10 00:00:00,2019-01-23,24349524,Other,61.84999847412109,64.13999938964844,60.97999954223633,69.08999633789062,64.66000366210938,67.97000122070312,71.11000061035156,63.90999984741211,69.55000305175781,72.05999755859375,74.87000274658203,78.76000213623047,80.0999984741211,76.5,74.83333333333333,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
288,BlackRock Inc.,BLK,,,2019-01-20,20000,Name | Email,413.6000061035156,431.0700073242188,434.5700073242188,465.6900024414063,438.0899963378906,454.9500122070313,473.239990234375,425.55999755859375,443.9800109863281,445.0400085449219,492.7999877929688,502.3399963378906,535.239990234375,470.0,470.75,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
289,FREDS INC,,2018-11-05 00:00:00,2018-12-07 00:00:00,2019-01-18,,Name | Address | SSN,12.600000381469728,12.850000381469728,13.279999732971191,13.380000114440918,13.649999618530272,13.84000015258789,13.970000267028809,14.149999618530272,13.859999656677246,14.130000114440918,13.979999542236328,14.109999656677246,14.31999969482422,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
290,Unum Group,UNM,6/1/2018 - 10/31/2018,2018-11-28 00:00:00,2019-01-18,2927,Name | SSN | Other,33.619998931884766,36.31999969482422,36.77000045776367,37.41999816894531,34.790000915527344,32.400001525878906,32.66999816894531,26.690000534057617,29.540000915527344,28.049999237060547,29.239999771118164,30.51000022888184,29.3700008392334,39.0,39.16666666666666,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291,UNITEDHEALTH GROUP INC,UNH,Jun-2018 - 10/11/2018,2018-11-07 00:00:00,2019-01-09,,Name | Address | Bank Account | SSN | Other,243.2899932861328,261.8999938964844,237.2899932861328,248.75,239.1499938964844,246.7700042724609,247.83999633789065,247.6199951171875,230.67999267578125,220.1100006103516,256.9700012207031,277.5400085449219,295.8999938964844,295.0,299.3,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
292,HUMANA INC,HUM,2018-08-07 00:00:00,2018-08-21 00:00:00,2018-12-31,8400,Name | Other,286.4800109863281,306.3900146484375,285.0400085449219,266.0,255.41000366210935,247.8600006103516,261.1400146484375,284.5199890136719,283.2099914550781,255.6699981689453,294.19000244140625,341.2300109863281,367.7699890136719,340.5,259.5549,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
293,Tribune Publishing Co,TPCO,2018-12-29 00:00:00,,2018-12-30,,ND,11.34000015258789,11.960000038146973,12.0600004196167,11.789999961853027,10.760000228881836,9.5600004196167,7.96999979019165,8.039999961853027,7.710000038146973,8.579999923706055,8.5,12.520000457763672,12.9399995803833,20.0,20.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
294,Infinera Corp,INFN,5/8/2018 - 6/8/2018,2018-06-01 00:00:00,2018-12-27,,ND,3.7899999618530273,4.369999885559082,5.409999847412109,4.320000171661377,4.289999961853027,3.1600000858306885,2.9100000858306885,3.700000047683716,4.880000114440918,5.460000038146973,5.429999828338623,6.420000076293945,7.760000228881836,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
295,"CBTX, Inc.",CBTX,,,2018-12-21,7703,Name | Address | Bank Account | SSN | Other,29.770000457763672,32.290000915527344,33.779998779296875,32.11000061035156,32.150001525878906,27.950000762939453,28.07999992370605,29.149999618530277,28.34000015258789,29.270000457763672,29.209999084472656,29.700000762939453,30.649999618530277,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
296,"Discovery, Inc.",DISCA,,,2018-12-18,,Username | Password,27.520000457763672,27.299999237060547,29.299999237060547,27.229999542236328,30.40999984741211,27.8700008392334,29.520000457763672,31.799999237060547,27.950000762939453,27.200000762939453,27.88999938964844,30.76000022888184,32.369998931884766,29.0,29.0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
297,Facebook Inc,FB,,,2018-12-14,6800000,ND,145.00999450683594,145.38999938964844,164.07000732421875,173.3699951171875,179.10000610351562,181.5399932861328,177.47000122070312,204.8699951171875,188.4499969482422,187.19000244140625,183.27999877929688,193.19000244140625,194.1100006103516,160.0,145.0909090909091,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
298,Alphabet Inc.,GOOGL,,,2018-12-11,52500000,Name | Email | Other,1053.1800537109375,1078.8299560546875,1102.1199951171875,1179.260009765625,1206.449951171875,1167.6400146484375,1082.760009765625,1140.9100341796875,1188.9000244140625,1205.699951171875,1209.469970703125,1298.280029296875,1342.8900146484375,1250.0,1272.5,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
299,FARMER BROTHERS CO,FARM,,2018-09-18 00:00:00,2018-12-11,2412,Name | Address | SSN | Email | Phone Number | Bank Account | Credit Card | Other (Financial),23.6200008392334,24.84000015258789,25.729999542236328,23.959999084472656,21.81999969482422,18.780000686645508,18.90999984741211,17.399999618530273,14.479999542236328,14.0,13.859999656677246,15.9399995803833,15.710000038146973,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,"BROWN & BROWN, INC.",BRO,,,2018-12-11,1597,Name | Other,27.530000686645508,27.989999771118164,28.1299991607666,29.170000076293945,29.96999931335449,32.189998626708984,32.689998626708984,34.779998779296875,36.7400016784668,34.869998931884766,35.939998626708984,37.880001068115234,37.959999084472656,29.5,29.5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,"J2 GLOBAL, INC.",JCOM,,,2018-12-09,,Email,70.47000122070312,70.75,74.98999786376953,84.26000213623047,88.30000305175781,88.80000305175781,85.56999969482422,88.33999633789062,82.12999725341797,89.05999755859375,90.9499969482422,100.43000030517578,95.16000366210938,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
302,SELECTIVE INSURANCE GROUP INC,SIGI,5/8/2018 - 9/18/2018,2018-09-18 00:00:00,2018-12-07,,Name | SSN | Other,65.0999984741211,59.2599983215332,63.93999862670898,63.709999084472656,66.56999969482422,71.87000274658203,74.12999725341797,77.8499984741211,78.27999877929688,78.7699966430664,75.87999725341797,68.88999938964844,66.3499984741211,62.0,62.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
303,Centric Brands Inc.,,9/27/2018 - 11/7/2018,2018-11-07 00:00:00,2018-12-07,,Name | Credit Card | Address | Phone Number | Other,12.369999885559082,12.460000038146973,12.850000381469728,13.130000114440918,13.399999618530272,13.579999923706056,13.56999969482422,13.789999961853027,14.140000343322754,14.170000076293944,14.229999542236328,14.149999618530272,14.279999732971191,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
304,ROPER TECHNOLOGIES INC,ROP,,2018-10-06 00:00:00,2018-12-06,,Name | Address | Phone Number | Email | SSN | Other,287.2200012207031,267.489990234375,297.8599853515625,319.9599914550781,345.489990234375,358.20001220703125,358.07000732421875,376.0799865722656,344.1300048828125,375.1099853515625,344.7300109863281,340.95001220703125,347.04998779296875,287.0,293.2,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
305,ROYAL CARIBBEAN CRUISES LTD,RCL,4/4/2018 - 9/13/2018,2018-10-22 00:00:00,2018-12-06,,Name | SSN | Bank Account | Credit Card | Other,110.23999786376952,98.76000213623048,118.22000122070312,119.41000366210938,117.2699966430664,129.1699981689453,118.47000122070312,115.4000015258789,107.69000244140624,106.94000244140624,103.30999755859376,113.51000213623048,121.0,141.5,141.5,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
306,"HARLEY-DAVIDSON, INC.",HOG,2018-09-27 00:00:00,2018-09-27 00:00:00,2018-12-06,959,Name | SSN,39.45000076293945,34.68000030517578,36.61000061035156,38.79999923706055,40.310001373291016,36.63999938964844,34.369998931884766,36.02000045776367,33.29999923706055,32.58000183105469,35.369998931884766,39.45000076293945,35.880001068115234,40.0,40.333333333333336,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
307,SIGNET JEWELERS LTD,SIG,,,2018-12-03,,Name | Address | Phone Number | Email | Other (Financial),53.040000915527344,33.06999969482422,23.96999931335449,28.799999237060547,27.649999618530277,22.76000022888184,19.1200008392334,16.3799991607666,17.270000457763672,11.079999923706056,15.850000381469728,16.200000762939453,17.399999618530273,42.0,36.807,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
308,MARRIOTT INTERNATIONAL INC /MD/,MAR,2014 - 9/10/2018,2018-09-08 00:00:00,2018-11-30,383000000,Name | Address | Phone Number | Email | Credit Card | Other,121.83999633789062,107.23999786376952,111.12000274658205,125.2699966430664,125.08999633789062,135.97000122070312,124.41999816894533,140.2899932861328,141.22999572753906,125.7300033569336,124.37000274658205,126.52999877929688,140.36000061035156,119.0,120.66666666666669,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
309,1 800 FLOWERS COM INC,FLWS,8/15/2014 - 9/15/2018,2018-10-30 00:00:00,2018-11-30,74548,Name | Credit Card | Other,12.8100004196167,11.920000076293944,13.279999732971191,17.84000015258789,18.229999542236328,19.40999984741211,18.100000381469727,18.8799991607666,19.68000030517578,15.130000114440918,14.800000190734863,13.579999923706056,13.470000267028809,13.5,13.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
310,TransUnion,TRU,,,2018-11-29,,ND,63.83000183105469,55.869998931884766,59.400001525878906,64.55999755859375,65.83999633789062,70.04000091552734,66.08000183105469,73.51000213623047,83.1500015258789,83.7699966430664,79.37999725341797,82.20999908447266,87.0,75.0,78.28,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
311,"DUNKIN' BRANDS GROUP, INC.",,2018-10-31 00:00:00,,2018-11-29,175221,Name | Email | Other,12.1899995803833,12.229999542236328,12.75,12.869999885559082,13.43000030517578,13.329999923706056,13.520000457763672,13.859999656677246,14.109999656677246,14.210000038146973,14.170000076293944,13.9399995803833,14.09000015258789,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
312,Dell Technologies Inc.,DELL,,2018-11-09 00:00:00,2018-11-28,,Name | Email | Password (Hashed),57.95127487182617,44.29678726196289,46.900001525878906,56.25,57.540000915527344,65.36000061035156,66.41000366210938,52.209999084472656,55.27999877929688,45.59999847412109,50.95000076293945,51.59000015258789,50.31999969482422,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313,SOTHEBYS,,Mar-2017 - 10/10/2018,2018-10-10 00:00:00,2018-11-28,,Name | Address | Email | Credit Card | Other (Financial),12.18000030517578,12.289999961853027,12.75,12.949999809265137,13.399999618530272,13.369999885559082,13.520000457763672,13.979999542236328,14.06999969482422,14.18000030517578,14.170000076293944,13.9399995803833,14.09000015258789,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
314,"PROSPER MARKETPLACE, INC",,,2018-10-15 00:00:00,2018-11-26,3115,Name | Address | SSN | Bank Account | Other,12.199999809265137,12.300000190734863,12.75,12.84000015258789,13.5,13.289999961853027,13.539999961853027,13.920000076293944,14.050000190734863,14.149999618530272,14.109999656677246,13.979999542236328,14.0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,Francesca's Holdings CORP,FRANQ,12/28/2017 - 7/9/2018,,2018-11-19,84275,Name | Address | Email | Password | Credit Card,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
316,Facebook Inc,FB,,,2018-11-18,,Password,131.5500030517578,140.19000244140625,148.3000030517578,162.5,160.47000122070312,178.77999877929688,185.3000030517578,189.00999450683597,201.8000030517578,183.6999969482422,188.0800018310547,190.38999938964844,197.3999938964844,145.0,132.75555555555556,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
317,LPL Financial Holdings Inc.,LPLA,,2018-11-01 00:00:00,2018-11-17,270000,Name | Bank Account | SSN,63.02000045776367,58.16999816894531,69.52999877929688,77.0,74.54000091552734,74.45999908447266,82.61000061035156,82.5999984741211,85.69999694824219,71.58000183105469,83.69000244140625,76.98999786376953,90.77999877929688,82.5,82.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
318,"Enveric Biosciences, Inc.",ENVB,,,2018-11-14,,ND,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
319,NORDSTROM INC,JWN,2018-10-09 00:00:00,,2018-11-09,107106,Name | SSN | Bank Account | Other,66.54000091552734,49.36000061035156,49.02000045776367,45.470001220703125,43.880001068115234,45.06999969482422,39.93000030517578,31.670000076293945,31.81999969482422,30.1299991607666,32.77000045776367,32.959999084472656,36.650001525878906,58.0,60.5,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
320,ROYAL CARIBBEAN CRUISES LTD,RCL,4/4/2018 - 9/13/2018,2018-10-22 00:00:00,2018-11-09,,Name | Other,107.69000244140624,104.91999816894533,103.93000030517578,114.83999633789062,116.54000091552734,118.41999816894533,127.31999969482422,120.97000122070312,111.88999938964844,109.73999786376952,110.61000061035156,101.02999877929688,114.52999877929688,,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
321,HSBC HOLDINGS PLC,HSBC,10/4/2018 - 10/14/2018,,2018-11-02,6733,Name | Address | Phone Number | Email | Bank Account | Other,41.560001373291016,42.540000915527344,41.11000061035156,41.709999084472656,40.61000061035156,41.7599983215332,43.20000076293945,40.77000045776367,41.869998931884766,39.720001220703125,35.900001525878906,37.86000061035156,38.06999969482422,49.645,49.645,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
322,Facebook Inc,FB,,,2018-11-02,120000000,Email | Phone Number | Other,151.75,140.61000061035156,131.08999633789062,165.7100067138672,162.27999877929688,168.6999969482422,193.02999877929688,177.47000122070312,193.0,192.72999572753903,185.6699981689453,175.80999755859375,193.6199951171875,162.5,154.119375,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
323,"CNO Financial Group, Inc.",CNO,5/30/2018 - 9/13/2018,2018-08-07 00:00:00,2018-10-25,566217,Name | Address | SSN (Partial) | Other,18.549999237060547,17.81999969482422,13.829999923706056,17.469999313354492,17.040000915527344,15.899999618530272,16.799999237060547,16.450000762939453,16.280000686645508,16.729999542236328,14.260000228881836,16.149999618530273,15.68000030517578,23.0,23.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
324,US BANCORP \DE\,USB,9/26/2018 - 9/27/2018,,2018-10-23,,Name | Address | SSN | Bank Account | Other,51.43000030517578,53.68000030517578,44.61000061035156,50.13999938964844,51.27999877929688,48.27999877929688,51.20000076293945,51.84999847412109,52.2599983215332,55.33000183105469,52.04999923706055,55.68000030517578,56.650001525878906,55.5,56.66666666666666,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
325,BIOMARIN PHARMACEUTICAL INC,BMRN,2018-06-18 00:00:00,2018-06-21 00:00:00,2018-10-11,,Name | SSN | Other,98.44000244140624,95.66999816894533,93.83000183105467,93.94000244140624,92.6500015258789,91.2699966430664,92.3000030517578,82.43000030517578,81.11000061035156,85.11000061035156,76.98999786376953,73.58999633789062,66.51000213623047,118.0,121.1,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
326,KKR & Co. Inc.,KKR,2018-07-17 00:00:00,,2018-10-10,,Name | Bank Account | SSN | Other,26.059999465942383,23.790000915527344,21.11000061035156,21.479999542236328,23.170000076293945,22.38999938964844,22.899999618530277,23.920000076293945,23.959999084472656,26.09000015258789,25.170000076293945,26.940000534057617,26.229999542236328,27.5,27.5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
327,Alphabet Inc.,GOOGL,,Mar-2018,2018-10-08,500000,Name | Email | Address | Other,1155.9200439453125,1108.239990234375,1046.5799560546875,1075.9200439453125,1105.9100341796875,1150.8499755859375,1208.280029296875,1178.8599853515625,1068.3699951171875,1116.7900390625,1175.9100341796875,1206.3199462890625,1208.25,1350.0,1334.4444444444443,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
328,"FIVE BELOW, INC",FIVE,2018-08-28 00:00:00,2018-08-28 00:00:00,2018-10-05,,Name | Address | Credit Card | Other,119.81999969482422,117.08999633789062,104.58000183105467,107.97000122070312,126.80999755859376,117.6999969482422,122.16999816894533,146.0800018310547,126.58000183105467,125.87999725341795,104.43000030517578,120.27999877929688,127.08999633789062,1816.5165,1601.7064999999998,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
